id,home_team,away_team,league,country,start_timestamp,start_time,status,venue,round,source
12436592,Crystal Palace,Wolverhampton,Premier League,England,1747773900,22:45,Not started,,37,api
13854588,Manchester City,Bournemouth,Premier League,England,1747766700,20:45,Not started,,37,api
13523532,Tottenham Hotspur,Manchester United,"UEFA Europa League, Knockout Phase",Europe,1747845000,18:30,Not started,,29,api
13383655,Kawasaki Frontale,Urawa Red Diamonds,J1 League,Japan,1747816200,10:30,Not started,,13,api
13383666,Yokohama F. Marinos,Vissel Kobe,J1 League,Japan,1747817100,10:45,Not started,,13,api
12624381,Al-Qadsiah,Al-Orobah,Saudi Pro League,Saudi Arabia,1747762200,19:30,Not started,,33,api
12624383,Al-Taawoun,Al-Riyadh,Saudi Pro League,Saudi Arabia,1747756200,17:50,Not started,,33,api
12624369,Al-Ahli,Al-Ettifaq,Saudi Pro League,Saudi Arabia,1747766700,20:45,Postponed,,33,api
12624373,Al-Shabab,Al-Ittihad,Saudi Pro League,Saudi Arabia,1747755900,17:45,Not started,,33,api
12624386,Al-Nassr,Al-Khaleej,Saudi Pro League,Saudi Arabia,1747839300,16:55,Not started,,33,api
12624371,Al-Kholood,Al-Fayha,Saudi Pro League,Saudi Arabia,1747844700,18:25,Not started,,33,api
12624370,Al-Wehda,Al-Hilal,Saudi Pro League,Saudi Arabia,1747854900,21:15,Not started,,33,api
13867669,Al Wasl,Baniyas,Pro League,United Arab Emirates,1747745700,14:55,Not started,,25,api
13867664,Al-Orooba,Al Bataeh,Pro League,United Arab Emirates,1747768500,21:15,Not started,,25,api
13867666,Shabab Al-Ahli Dubai,Dibba Al-Hisn,Pro League,United Arab Emirates,1747759500,18:45,Not started,,25,api
13811259,Olympique Akbou,CS Constantine,Ligue 1,Algeria,1747744200,14:30,Postponed,,23,api
13729146,Wuhan Chegu JHUN,Hồ Chí Minh City,"AFC Champions League, Women, Knockout Stage",Asia,1747814400,10:00,Not started,,28,api
13729179,Incheon Hyundai Steel Red Angels,Melbourne City,"AFC Champions League, Women, Knockout Stage",Asia,1747830600,14:30,Not started,,28,api
13789730,Nacional Potosí,Jorge Wilstermann,"Copa Division Profesional, Group A",Bolivia,1747787400,02:30,Not started,,2,api
13789715,Bolívar,Blooming,"Copa Division Profesional, Group A",Bolivia,1747872000,02:00,Not started,,2,api
13789739,CD Real Tomayapo,Club Always Ready,"Copa Division Profesional, Group B",Bolivia,1747869300,01:15,Not started,,2,api
13789742,Independiente Petrolero,Guabirá,"Copa Division Profesional, Group D",Bolivia,1747790100,03:15,Not started,,2,api
13789719,FC Universitario de Vinto,Oriente Petrolero,"Copa Division Profesional, Group D",Bolivia,1747863000,23:30,Not started,,2,api
13742605,Vasco da Gama,Operário-PR,Copa Betano do Brasil,Brazil,1747779300,00:15,Not started,,3,api
13742610,Athletico,Brusque,Copa Betano do Brasil,Brazil,1747779300,00:15,Not started,,3,api
13742599,Grêmio,CSA,Copa Betano do Brasil,Brazil,1747787400,02:30,Not started,,3,api
